Experiment,width of patch,width of substrate,length of substrate,width of slot,Length of slot,Length of patch,Simulation tool used,Dielectric constant,Thickness of substrate,Resultant Frequency (GHz),Return Loss (S11) dB,gain (dBi),Substrate Material,,,,,,,,,
814,28.06,34.46,46.95,0.62,4.60,35.26,HFSS,1.05,0.175,4.15,-7.14,3.77,Foam,,,,,,,,,
815,44.07,65.67,54.18,0.24,8.54,35.89,HFSS,1.05,1.5,4.08,-11.74,5.65,Foam,,,,,,,,,
816,19.14,23.03,38.67,0.26,1.53,35.26,HFSS,1.05,0.175,4.15,-17.76,2.11,Foam,,,,,,,,,
817,37.21,57.04,39.45,0.90,10.31,40.47,HFSS,1.05,1.58,3.61,-6.26,4.39,Foam,,,,,,,,,
818,46.64,60.32,48.46,0.96,6.30,40.47,HFSS,1.05,1.58,3.61,-11.53,5.38,Foam,,,,,,,,,
819,21.92,45.02,34.86,0.06,3.89,35.26,HFSS,1.05,0.175,4.15,-8.21,2.70,Foam,,,,,,,,,
820,30.45,45.93,32.53,0.52,6.39,31,HFSS,1.05,0.175,4.72,-19.12,4.68,Foam,,,,,,,,,
821,27.16,64.53,41.38,0.38,5.77,35.89,HFSS,1.05,1.5,4.08,-11.41,3.55,Foam,,,,,,,,,
822,35.03,39.33,46.78,0.49,8.14,35.89,HFSS,1.05,1.5,4.08,-17.85,4.65,Foam,,,,,,,,,
823,40.11,50.53,46.48,0.74,8.61,35.89,HFSS,1.05,1.5,4.08,-12.77,5.24,Foam,,,,,,,,,
824,38.55,44.39,35.15,0.13,5.89,35.26,HFSS,1.05,0.175,4.15,-9.34,5.15,Foam,,,,,,,,,
825,19.66,26.17,30.71,0.24,3.16,31,HFSS,1.05,0.175,4.72,-10.53,2.78,Foam,,,,,,,,,
826,30.95,26.37,36.61,0.75,4.07,31,HFSS,1.05,0.175,4.72,-16.44,4.75,Foam,,,,,,,,,
827,37.11,44.66,35.57,0.10,4.09,35.26,HFSS,1.05,0.175,4.15,-15.62,4.98,Foam,,,,,,,,,
828,34.34,53.06,52.40,0.24,5.83,35.89,HFSS,1.05,1.5,4.08,-18.50,4.57,Foam,,,,,,,,,
829,43.77,50.71,50.02,0.50,7.55,35.89,HFSS,1.05,1.5,4.08,-26.96,5.62,Foam,,,,,,,,,
830,23.11,45.32,42.85,0.38,8.99,35.89,HFSS,1.05,1.5,4.08,-22.95,2.85,Foam,,,,,,,,,
831,45.07,58.55,49.56,0.37,8.23,35.89,HFSS,1.05,1.5,4.08,-12.93,5.75,Foam,,,,,,,,,
832,58.20,23.80,60.05,0.61,3.17,35.26,HFSS,1.05,0.175,4.15,-21.11,6.94,Foam,,,,,,,,,
833,28.19,39.87,42.02,0.39,5.42,31,HFSS,1.05,0.175,4.72,-19.85,4.35,Foam,,,,,,,,,
834,45.95,46.99,34.98,0.78,6.17,35.89,HFSS,1.05,1.5,4.08,-25.52,5.83,Foam,,,,,,,,,
835,48.85,22.34,55.10,0.38,4.43,35.26,HFSS,1.05,0.175,4.15,-23.85,6.18,Foam,,,,,,,,,
836,37.70,47.35,60.18,0.35,3.88,35.26,HFSS,1.05,0.175,4.15,-23.62,5.05,Foam,,,,,,,,,
837,55.27,59.77,49.68,0.38,1.49,35.26,HFSS,1.05,0.175,4.15,-12.63,6.71,Foam,,,,,,,,,
838,28.81,59.11,36.84,0.52,8.84,35.89,HFSS,1.05,1.5,4.08,-23.69,3.80,Foam,,,,,,,,,
839,27.00,55.99,57.37,0.25,2.35,35.26,HFSS,1.05,0.175,4.15,-28.23,3.60,Foam,,,,,,,,,
840,26.54,41.74,35.85,0.09,6.93,35.26,HFSS,1.05,0.175,4.15,-8.20,3.53,Foam,,,,,,,,,
841,23.55,61.85,53.08,1.24,10.14,40.47,HFSS,1.05,1.58,3.61,-17.13,2.41,Foam,,,,,,,,,
842,34.68,63.38,43.61,0.74,8.26,35.89,HFSS,1.05,1.5,4.08,-5.39,4.61,Foam,,,,,,,,,
843,45.05,45.72,34.65,0.08,4.05,35.26,HFSS,1.05,0.175,4.15,-26.45,5.82,Foam,,,,,,,,,
844,18.12,57.59,55.14,0.61,3.94,35.26,HFSS,1.05,0.175,4.15,-7.12,1.87,Foam,,,,,,,,,
845,21.92,45.64,37.07,0.11,6.68,35.26,HFSS,1.05,0.175,4.15,-11.68,2.69,Foam,,,,,,,,,
846,33.74,45.09,34.94,0.11,3.92,35.26,HFSS,1.05,0.175,4.15,-12.55,4.57,Foam,,,,,,,,,
847,42.06,42.07,55.63,0.37,7.67,35.89,HFSS,1.05,1.5,4.08,-22.63,5.45,Foam,,,,,,,,,
848,35.64,62.15,48.92,0.38,6.07,35.89,HFSS,1.05,1.5,4.08,-28.57,4.73,Foam,,,,,,,,,
849,33.49,53.71,50.34,0.24,6.06,35.89,HFSS,1.05,1.5,4.08,-24.76,4.46,Foam,,,,,,,,,
850,44.75,22.46,52.48,0.37,4.37,35.26,HFSS,1.05,0.175,4.15,-11.88,5.79,Foam,,,,,,,,,
851,31.52,44.33,35.25,0.06,6.03,35.26,HFSS,1.05,0.175,4.15,-8.40,4.27,Foam,,,,,,,,,
852,22.56,41.81,37.42,0.08,5.07,35.26,HFSS,1.05,0.175,4.15,-23.79,2.82,Foam,,,,,,,,,
853,27.89,24.41,42.85,0.52,3.77,35.26,HFSS,1.05,0.175,4.15,-14.81,3.74,Foam,,,,,,,,,
854,41.06,57.74,43.55,1.20,7.44,40.47,HFSS,1.05,1.58,3.61,-27.50,4.82,Foam,,,,,,,,,
855,40.09,50.20,39.43,0.48,4.12,31,HFSS,1.05,0.175,4.72,-26.41,5.88,Foam,,,,,,,,,
856,18.68,22.93,39.48,0.24,1.54,35.26,HFSS,1.05,0.175,4.15,-28.81,2.00,Foam,,,,,,,,,
857,18.78,58.22,52.63,0.60,3.95,35.26,HFSS,1.05,0.175,4.15,-9.01,2.02,Foam,,,,,,,,,
858,40.77,38.63,56.10,0.37,7.82,35.89,HFSS,1.05,1.5,4.08,-16.21,5.31,Foam,,,,,,,,,
859,44.36,70.11,50.63,0.26,3.80,35.26,HFSS,1.05,0.175,4.15,-23.65,5.76,Foam,,,,,,,,,
860,43.13,46.16,36.73,0.75,5.76,35.89,HFSS,1.05,1.5,4.08,-26.62,5.56,Foam,,,,,,,,,
861,37.82,53.92,45.30,0.38,6.94,35.89,HFSS,1.05,1.5,4.08,-6.17,4.99,Foam,,,,,,,,,
862,22.40,44.38,36.67,0.06,4.15,35.26,HFSS,1.05,0.175,4.15,-18.19,2.79,Foam,,,,,,,,,
863,33.18,45.88,33.38,0.77,4.89,31,HFSS,1.05,0.175,4.72,-5.33,5.06,Foam,,,,,,,,,
864,21.46,44.36,38.90,0.13,8.31,35.26,HFSS,1.05,0.175,4.15,-14.12,2.60,Foam,,,,,,,,,
865,41.05,49.01,45.65,0.39,6.91,35.89,HFSS,1.05,1.5,4.08,-19.30,5.34,Foam,,,,,,,,,
866,36.18,60.73,40.11,0.49,4.68,35.26,HFSS,1.05,0.175,4.15,-23.69,4.87,Foam,,,,,,,,,
867,32.20,51.75,51.61,0.26,6.06,35.89,HFSS,1.05,1.5,4.08,-20.48,4.29,Foam,,,,,,,,,
868,37.98,32.37,30.37,0.77,5.64,31,HFSS,1.05,0.175,4.72,-10.41,5.64,Foam,,,,,,,,,
869,42.72,45.33,45.03,0.25,8.20,35.89,HFSS,1.05,1.5,4.08,-11.33,5.52,Foam,,,,,,,,,
870,35.12,46.04,53.25,0.52,5.97,35.89,HFSS,1.05,1.5,4.08,-9.73,4.66,Foam,,,,,,,,,
871,21.46,62.30,35.63,0.64,7.69,35.89,HFSS,1.05,1.5,4.08,-12.86,2.53,Foam,,,,,,,,,
872,19.12,58.10,52.90,0.60,3.91,35.26,HFSS,1.05,0.175,4.15,-18.74,2.10,Foam,,,,,,,,,
873,47.51,56.58,44.92,0.74,3.03,35.26,HFSS,1.05,0.175,4.15,-24.20,6.05,Foam,,,,,,,,,
874,38.48,31.09,31.99,0.74,5.71,31,HFSS,1.05,0.175,4.72,-28.46,5.70,Foam,,,,,,,,,
875,37.04,49.48,45.99,1.22,6.45,40.47,HFSS,1.05,1.58,3.61,-13.03,4.37,Foam,,,,,,,,,
876,18.66,45.71,48.80,0.49,2.93,35.26,HFSS,1.05,0.175,4.15,-18.52,2.00,Foam,,,,,,,,,
877,27.89,44.72,36.76,0.11,8.17,35.26,HFSS,1.05,0.175,4.15,-20.74,3.74,Foam,,,,,,,,,
878,42.11,63.32,47.01,0.65,9.02,40.47,HFSS,1.05,1.58,3.61,-13.99,4.93,Foam,,,,,,,,,
879,34.06,39.72,46.31,0.51,8.33,35.89,HFSS,1.05,1.5,4.08,-25.68,4.53,Foam,,,,,,,,,
880,36.96,66.89,44.90,0.64,1.49,35.26,HFSS,1.05,0.175,4.15,-16.89,4.96,Foam,,,,,,,,,
881,30.00,31.54,39.80,0.24,4.89,31,HFSS,1.05,0.175,4.72,-29.93,4.62,Foam,,,,,,,,,
882,54.63,67.07,55.16,0.51,2.30,35.26,HFSS,1.05,0.175,4.15,-10.64,6.66,Foam,,,,,,,,,
883,26.11,41.91,37.06,0.11,8.11,35.26,HFSS,1.05,0.175,4.15,-12.97,3.45,Foam,,,,,,,,,
884,40.38,65.23,51.70,0.50,6.54,35.89,HFSS,1.05,1.5,4.08,-12.31,5.27,Foam,,,,,,,,,
885,20.74,38.59,37.37,0.48,4.80,31,HFSS,1.05,0.175,4.72,-19.64,3.01,Foam,,,,,,,,,
886,41.06,56.75,44.31,0.63,6.19,35.89,HFSS,1.05,1.5,4.08,-13.84,5.34,Foam,,,,,,,,,
887,53.23,24.31,61.51,0.62,3.09,35.26,HFSS,1.05,0.175,4.15,-19.59,6.55,Foam,,,,,,,,,
888,47.10,68.69,48.77,0.25,3.80,35.26,HFSS,1.05,0.175,4.15,-20.83,6.02,Foam,,,,,,,,,
889,21.66,64.55,34.78,0.65,7.11,35.89,HFSS,1.05,1.5,4.08,-29.12,2.57,Foam,,,,,,,,,
890,35.08,56.94,45.03,0.50,8.65,35.89,HFSS,1.05,1.5,4.08,-27.15,4.66,Foam,,,,,,,,,
891,28.57,69.39,39.09,0.37,2.90,35.26,HFSS,1.05,0.175,4.15,-17.00,3.85,Foam,,,,,,,,,
892,42.90,47.48,45.42,0.26,8.49,35.89,HFSS,1.05,1.5,4.08,-14.43,5.53,Foam,,,,,,,,,
893,37.90,49.05,46.62,0.38,6.89,35.89,HFSS,1.05,1.5,4.08,-9.54,5.00,Foam,,,,,,,,,
894,43.20,61.18,53.40,0.52,7.01,35.89,HFSS,1.05,1.5,4.08,-24.44,5.56,Foam,,,,,,,,,
895,18.47,35.45,43.16,0.36,2.22,35.26,HFSS,1.05,0.175,4.15,-6.73,1.95,Foam,,,,,,,,,
896,21.07,45.64,35.00,0.09,5.74,35.26,HFSS,1.05,0.175,4.15,-14.80,2.52,Foam,,,,,,,,,
897,21.60,43.14,36.41,0.10,6.01,35.26,HFSS,1.05,0.175,4.15,-26.04,2.63,Foam,,,,,,,,,
898,28.64,22.37,42.65,0.50,3.61,35.26,HFSS,1.05,0.175,4.15,-21.04,3.86,Foam,,,,,,,,,
899,38.67,49.01,46.89,0.36,6.68,35.89,HFSS,1.05,1.5,4.08,-9.44,5.08,Foam,,,,,,,,,
900,24.42,53.11,48.86,0.93,7.03,40.47,HFSS,1.05,1.58,3.61,-23.42,2.57,Foam,,,,,,,,,
901,39.67,42.03,37.26,0.08,8.28,35.26,HFSS,4.4,0.175,2.03,-11.57,-0.95,FR-4,,,,,,,,,
902,38.23,55.96,45.18,0.26,7.20,35.89,HFSS,4.4,1.5,1.99,-14.78,-1.19,FR-4,,,,,,,,,
903,48.78,35.67,57.09,0.51,1.53,35.26,HFSS,4.4,0.175,2.03,-15.59,-0.05,FR-4,,,,,,,,,
904,24.06,39.02,39.34,0.76,3.14,31,HFSS,4.4,0.175,2.31,-22.37,-2.56,FR-4,,,,,,,,,
905,33.18,45.55,36.11,0.09,8.05,35.26,HFSS,4.4,0.175,2.03,-21.22,-1.73,FR-4,,,,,,,,,
906,46.06,53.40,43.75,0.60,10.17,40.47,HFSS,4.4,1.58,1.77,-16.46,-0.90,FR-4,,,,,,,,,
907,43.84,45.77,38.95,0.63,7.03,35.89,HFSS,4.4,1.5,1.99,-21.95,-0.59,FR-4,,,,,,,,,
908,35.42,37.50,31.55,0.64,4.10,31,HFSS,4.4,0.175,2.31,-12.49,-0.88,FR-4,,,,,,,,,
909,37.99,49.96,55.98,0.60,8.52,35.89,HFSS,4.4,1.5,1.99,-11.03,-1.22,FR-4,,,,,,,,,
910,41.84,62.20,52.40,0.49,6.47,35.89,HFSS,4.4,1.5,1.99,-13.02,-0.80,FR-4,,,,,,,,,
911,39.95,51.28,40.62,0.78,9.00,35.89,HFSS,4.4,1.5,1.99,-12.21,-1.00,FR-4,,,,,,,,,
912,44.50,45.66,35.21,0.12,6.73,35.26,HFSS,4.4,0.175,2.03,-13.93,-0.45,FR-4,,,,,,,,,
913,42.64,60.24,43.45,1.23,7.03,40.47,HFSS,4.4,1.58,1.77,-16.70,-1.24,FR-4,,,,,,,,,
914,42.60,63.18,47.45,0.66,8.32,40.47,HFSS,4.4,1.58,1.77,-15.33,-1.24,FR-4,,,,,,,,,
915,47.96,23.24,54.15,0.38,4.46,35.26,HFSS,4.4,0.175,2.03,-24.50,-0.13,FR-4,,,,,,,,,
916,49.01,47.64,52.00,1.06,7.29,40.47,HFSS,4.4,1.58,1.77,-19.10,-0.63,FR-4,,,,,,,,,
917,33.75,41.51,47.87,0.52,8.07,35.89,HFSS,4.4,1.5,1.99,-27.68,-1.73,FR-4,,,,,,,,,
918,47.80,70.68,50.81,0.24,3.82,35.26,HFSS,4.4,0.175,2.03,-13.69,-0.14,FR-4,,,,,,,,,
919,34.49,36.94,32.93,0.65,3.87,31,HFSS,4.4,0.175,2.31,-17.34,-1.00,FR-4,,,,,,,,,
920,45.34,63.14,55.13,0.25,9.33,35.89,HFSS,4.4,1.5,1.99,-29.55,-0.45,FR-4,,,,,,,,,
921,43.47,45.35,34.57,0.13,7.21,35.26,HFSS,4.4,0.175,2.03,-29.75,-0.55,FR-4,,,,,,,,,
922,35.39,51.27,47.76,0.60,7.47,40.47,HFSS,4.4,1.58,1.77,-21.29,-2.05,FR-4,,,,,,,,,
923,19.65,25.32,30.37,0.25,3.32,31,HFSS,4.4,0.175,2.31,-14.27,-3.44,FR-4,,,,,,,,,
924,34.17,54.32,54.24,0.76,6.45,35.89,HFSS,4.4,1.5,1.99,-27.48,-1.68,FR-4,,,,,,,,,
925,46.16,65.22,52.39,0.26,9.37,35.89,HFSS,4.4,1.5,1.99,-6.60,-0.37,FR-4,,,,,,,,,
926,34.72,62.43,46.96,0.38,5.75,35.89,HFSS,4.4,1.5,1.99,-8.57,-1.61,FR-4,,,,,,,,,
927,26.91,48.02,48.02,0.73,7.72,35.89,HFSS,4.4,1.5,1.99,-10.78,-2.71,FR-4,,,,,,,,,
928,48.77,53.58,42.15,0.61,10.21,40.47,HFSS,4.4,1.58,1.77,-8.15,-0.65,FR-4,,,,,,,,,
929,32.88,62.90,42.67,0.76,8.38,35.89,HFSS,4.4,1.5,1.99,-5.66,-1.84,FR-4,,,,,,,,,
930,38.33,46.16,36.05,0.36,3.16,31,HFSS,4.4,0.175,2.31,-8.62,-0.54,FR-4,,,,,,,,,
931,35.40,55.95,46.37,0.51,9.30,35.89,HFSS,4.4,1.5,1.99,-9.87,-1.52,FR-4,,,,,,,,,
932,30.65,24.91,36.29,0.77,3.95,31,HFSS,4.4,0.175,2.31,-13.09,-1.51,FR-4,,,,,,,,,
933,26.33,43.43,36.29,0.12,3.93,35.26,HFSS,4.4,0.175,2.03,-6.45,-2.73,FR-4,,,,,,,,,
934,32.53,51.62,51.46,0.24,5.95,35.89,HFSS,4.4,1.5,1.99,-21.78,-1.89,FR-4,,,,,,,,,
935,19.30,49.75,42.83,0.72,6.45,31,HFSS,4.4,0.175,2.31,-6.46,-3.52,FR-4,,,,,,,,,
936,31.90,44.73,35.99,0.06,6.17,35.26,HFSS,4.4,0.175,2.03,-26.11,-1.90,FR-4,,,,,,,,,
937,46.92,63.57,52.88,0.24,8.69,35.89,HFSS,4.4,1.5,1.99,-29.89,-0.30,FR-4,,,,,,,,,
938,18.06,47.98,47.98,0.50,2.96,35.26,HFSS,4.4,0.175,2.03,-11.57,-4.37,FR-4,,,,,,,,,
939,35.28,47.60,46.50,1.21,6.35,40.47,HFSS,4.4,1.58,1.77,-21.13,-2.06,FR-4,,,,,,,,,
940,37.52,63.54,48.05,0.38,5.95,35.89,HFSS,4.4,1.5,1.99,-27.08,-1.27,FR-4,,,,,,,,,
941,48.36,24.46,54.18,0.36,4.42,35.26,HFSS,4.4,0.175,2.03,-12.04,-0.09,FR-4,,,,,,,,,
942,26.67,42.96,36.86,0.06,5.01,35.26,HFSS,4.4,0.175,2.03,-8.06,-2.68,FR-4,,,,,,,,,
943,48.48,46.22,39.70,0.60,2.23,35.26,HFSS,4.4,0.175,2.03,-8.04,-0.08,FR-4,,,,,,,,,
944,48.35,60.52,42.75,0.72,3.10,35.26,HFSS,4.4,0.175,2.03,-5.42,-0.09,FR-4,,,,,,,,,
945,35.95,55.67,50.02,0.80,8.48,40.47,HFSS,4.4,1.58,1.77,-11.33,-1.98,FR-4,,,,,,,,,
946,28.27,43.74,51.12,0.72,7.51,35.89,HFSS,4.4,1.5,1.99,-13.60,-2.50,FR-4,,,,,,,,,
947,50.20,57.50,48.56,0.80,5.13,40.47,HFSS,4.4,1.58,1.77,-5.74,-0.53,FR-4,,,,,,,,,
948,17.74,44.50,50.24,0.51,3.02,35.26,HFSS,4.4,0.175,2.03,-16.28,-4.45,FR-4,,,,,,,,,
949,18.13,34.55,46.32,0.36,2.37,35.26,HFSS,4.4,0.175,2.03,-21.45,-4.35,FR-4,,,,,,,,,
950,18.48,57.50,51.26,0.63,3.74,35.26,HFSS,4.4,0.175,2.03,-11.65,-4.27,FR-4,,,,,,,,,
951,44.21,45.70,36.37,0.08,4.20,35.26,HFSS,4.4,0.175,2.03,-25.17,-0.48,FR-4,,,,,,,,,
952,34.90,40.09,51.34,0.61,8.60,35.89,HFSS,4.4,1.5,1.99,-20.18,-1.58,FR-4,,,,,,,,,
953,30.16,50.42,43.12,0.90,8.19,40.47,HFSS,4.4,1.58,1.77,-15.74,-2.74,FR-4,,,,,,,,,
954,44.89,46.03,42.35,0.63,6.93,35.89,HFSS,4.4,1.5,1.99,-26.34,-0.49,FR-4,,,,,,,,,
955,45.80,70.59,47.72,0.25,3.90,35.26,HFSS,4.4,0.175,2.03,-11.87,-0.33,FR-4,,,,,,,,,
956,22.15,45.69,46.77,0.37,9.18,35.89,HFSS,4.4,1.5,1.99,-16.30,-3.56,FR-4,,,,,,,,,
957,43.26,61.58,46.38,0.65,8.79,40.47,HFSS,4.4,1.58,1.77,-11.15,-1.17,FR-4,,,,,,,,,
958,24.39,51.82,42.79,0.75,5.90,40.47,HFSS,4.4,1.58,1.77,-14.23,-3.66,FR-4,,,,,,,,,
959,19.73,37.16,36.30,0.48,5.00,31,HFSS,4.4,0.175,2.31,-23.43,-3.43,FR-4,,,,,,,,,
960,25.54,43.75,45.08,0.26,3.94,31,HFSS,4.4,0.175,2.31,-16.54,-2.30,FR-4,,,,,,,,,
961,29.30,23.03,43.92,0.52,3.64,35.26,HFSS,4.4,0.175,2.03,-5.30,-2.27,FR-4,,,,,,,,,
962,36.18,44.58,51.12,0.73,7.11,35.89,HFSS,4.4,1.5,1.99,-17.13,-1.43,FR-4,,,,,,,,,
963,32.92,47.04,35.34,0.78,4.99,31,HFSS,4.4,0.175,2.31,-11.54,-1.20,FR-4,,,,,,,,,
964,41.26,46.86,36.49,0.08,3.90,35.26,HFSS,4.4,0.175,2.03,-28.24,-0.78,FR-4,,,,,,,,,
965,28.93,48.70,54.29,0.77,1.59,35.26,HFSS,4.4,0.175,2.03,-13.22,-2.32,FR-4,,,,,,,,,
966,46.55,24.44,51.20,0.36,4.33,35.26,HFSS,4.4,0.175,2.03,-15.40,-0.26,FR-4,,,,,,,,,
967,25.36,36.83,42.01,0.78,3.20,31,HFSS,4.4,0.175,2.31,-6.49,-2.34,FR-4,,,,,,,,,
968,23.71,51.24,31.22,0.36,4.86,31,HFSS,4.4,0.175,2.31,-16.15,-2.63,FR-4,,,,,,,,,
969,40.38,33.01,30.77,0.77,5.78,31,HFSS,4.4,0.175,2.31,-27.84,-0.32,FR-4,,,,,,,,,
970,32.92,57.69,39.15,0.25,7.14,35.89,HFSS,4.4,1.5,1.99,-9.02,-1.84,FR-4,,,,,,,,,
971,37.38,24.35,48.74,0.76,2.20,35.26,HFSS,4.4,0.175,2.03,-17.54,-1.21,FR-4,,,,,,,,,
972,41.41,39.23,35.43,0.25,6.52,31,HFSS,4.4,0.175,2.31,-11.04,-0.21,FR-4,,,,,,,,,
973,19.27,50.94,41.61,0.72,6.68,31,HFSS,4.4,0.175,2.31,-20.20,-3.53,FR-4,,,,,,,,,
974,22.04,60.82,36.97,0.62,7.15,35.89,HFSS,4.4,1.5,1.99,-17.03,-3.58,FR-4,,,,,,,,,
975,41.43,64.84,53.31,0.48,6.60,35.89,HFSS,4.4,1.5,1.99,-19.97,-0.84,FR-4,,,,,,,,,
976,23.05,56.07,47.71,0.96,7.50,40.47,HFSS,4.4,1.58,1.77,-6.95,-3.91,FR-4,,,,,,,,,
977,44.05,65.48,55.32,0.26,9.38,35.89,HFSS,4.4,1.5,1.99,-17.57,-0.57,FR-4,,,,,,,,,
978,33.62,25.03,40.77,0.39,6.58,31,HFSS,4.4,0.175,2.31,-8.78,-1.11,FR-4,,,,,,,,,
979,39.03,36.48,56.10,0.24,3.15,35.26,HFSS,4.4,0.175,2.03,-12.80,-1.02,FR-4,,,,,,,,,
980,36.50,39.13,48.44,0.25,6.50,35.89,HFSS,4.4,1.5,1.99,-11.10,-1.39,FR-4,,,,,,,,,
981,40.63,54.82,45.92,1.25,7.49,40.47,HFSS,4.4,1.58,1.77,-8.02,-1.45,FR-4,,,,,,,,,
982,44.60,62.60,52.05,0.24,8.71,35.89,HFSS,4.4,1.5,1.99,-12.99,-0.52,FR-4,,,,,,,,,
983,31.87,44.69,49.62,0.36,8.69,35.89,HFSS,4.4,1.5,1.99,-27.27,-1.98,FR-4,,,,,,,,,
984,40.45,55.21,39.74,1.09,5.87,40.47,HFSS,4.4,1.58,1.77,-21.00,-1.47,FR-4,,,,,,,,,
985,47.73,44.73,38.79,0.60,2.18,35.26,HFSS,4.4,0.175,2.03,-24.27,-0.15,FR-4,,,,,,,,,
986,34.02,41.86,47.62,0.65,8.88,35.89,HFSS,4.4,1.5,1.99,-14.94,-1.70,FR-4,,,,,,,,,
987,41.90,52.01,54.13,0.96,4.98,40.47,HFSS,4.4,1.58,1.77,-20.47,-1.31,FR-4,,,,,,,,,
988,32.76,45.63,36.78,0.10,3.99,35.26,HFSS,4.4,0.175,2.03,-24.02,-1.78,FR-4,,,,,,,,,
989,45.18,24.20,54.86,0.36,4.49,35.26,HFSS,4.4,0.175,2.03,-27.39,-0.39,FR-4,,,,,,,,,
990,43.95,56.75,49.32,0.35,7.95,35.89,HFSS,4.4,1.5,1.99,-18.80,-0.58,FR-4,,,,,,,,,
991,23.09,61.14,53.37,1.23,10.20,40.47,HFSS,4.4,1.58,1.77,-16.12,-3.90,FR-4,,,,,,,,,
992,25.16,25.11,33.85,0.52,5.59,31,HFSS,4.4,0.175,2.31,-19.95,-2.37,FR-4,,,,,,,,,
993,36.70,46.11,46.32,1.19,5.89,40.47,HFSS,4.4,1.58,1.77,-13.19,-1.89,FR-4,,,,,,,,,
994,27.43,46.57,37.92,0.13,3.85,35.26,HFSS,4.4,0.175,2.03,-18.57,-2.55,FR-4,,,,,,,,,
995,34.89,40.56,48.40,0.65,8.53,35.89,HFSS,4.4,1.5,1.99,-29.31,-1.59,FR-4,,,,,,,,,
996,42.38,43.00,37.60,0.08,4.05,35.26,HFSS,4.4,0.175,2.03,-5.25,-0.66,FR-4,,,,,,,,,
997,34.52,46.69,51.22,0.39,8.57,35.89,HFSS,4.4,1.5,1.99,-8.23,-1.63,FR-4,,,,,,,,,
998,36.68,43.49,35.71,0.11,5.20,35.26,HFSS,4.4,0.175,2.03,-20.77,-1.29,FR-4,,,,,,,,,
999,27.67,62.71,40.12,0.38,5.69,35.89,HFSS,4.4,1.5,1.99,-6.61,-2.59,FR-4,,,,,,,,,
1000,57.49,56.10,47.76,0.38,1.56,35.26,HFSS,4.4,0.175,2.03,-16.25,0.66,FR-4,,,,,,,,,
1001,40.03,38.65,52.16,0.39,7.28,35.89,HFSS,4.4,1.5,1.99,-21.48,-0.99,FR-4,,,,,,,,,
1002,44.41,61.25,46.16,0.64,8.54,40.47,HFSS,4.4,1.58,1.77,-26.59,-1.06,FR-4,,,,,,,,,
1003,39.09,52.02,39.81,0.75,9.09,35.89,HFSS,4.4,1.5,1.99,-19.62,-1.09,FR-4,,,,,,,,,
1004,36.72,49.73,46.57,1.22,6.09,40.47,HFSS,4.4,1.58,1.77,-18.64,-1.88,FR-4,,,,,,,,,
1005,36.94,43.75,36.79,0.06,7.18,35.26,HFSS,4.4,0.175,2.03,-6.33,-1.26,FR-4,,,,,,,,,
1006,26.76,44.91,37.32,0.09,7.13,35.26,HFSS,4.4,0.175,2.03,-20.15,-2.66,FR-4,,,,,,,,,
1007,36.37,64.27,45.80,0.38,5.82,35.89,HFSS,4.4,1.5,1.99,-29.29,-1.41,FR-4,,,,,,,,,
1008,27.86,56.61,36.11,0.50,8.88,35.89,HFSS,4.4,1.5,1.99,-11.90,-2.56,FR-4,,,,,,,,,
1009,25.27,55.73,49.77,1.05,8.38,40.47,HFSS,4.4,1.58,1.77,-18.22,-3.51,FR-4,,,,,,,,,
1010,17.90,24.34,37.41,0.25,1.54,35.26,HFSS,4.4,0.175,2.03,-8.31,-4.41,FR-4,,,,,,,,,
1011,47.55,60.05,41.98,0.77,3.05,35.26,HFSS,4.4,0.175,2.03,-13.20,-0.16,FR-4,,,,,,,,,
1012,42.89,46.28,40.21,0.59,6.62,35.89,HFSS,4.4,1.5,1.99,-5.96,-0.69,FR-4,,,,,,,,,
1013,27.54,54.37,34.89,0.49,8.62,35.89,HFSS,4.4,1.5,1.99,-23.27,-2.61,FR-4,,,,,,,,,
1014,36.34,34.19,51.35,0.25,2.96,35.26,HFSS,4.4,0.175,2.03,-13.95,-1.33,FR-4,,,,,,,,,
1015,27.35,43.43,36.13,0.13,4.09,35.26,HFSS,4.4,0.175,2.03,-11.60,-2.57,FR-4,,,,,,,,,
1016,44.57,45.84,34.61,0.74,5.89,35.89,HFSS,4.4,1.5,1.99,-11.55,-0.52,FR-4,,,,,,,,,
1017,40.47,40.78,56.41,0.38,7.33,35.89,HFSS,4.4,1.5,1.99,-11.98,-0.94,FR-4,,,,,,,,,
1018,24.15,50.36,39.26,0.60,4.99,40.47,HFSS,4.4,1.58,1.77,-16.80,-3.71,FR-4,,,,,,,,,
1019,39.54,44.31,37.88,0.37,3.31,31,HFSS,4.4,0.175,2.31,-22.78,-0.41,FR-4,,,,,,,,,
1020,40.61,56.79,43.93,0.64,6.00,35.89,HFSS,4.4,1.5,1.99,-21.97,-0.93,FR-4,,,,,,,,,
1021,39.57,60.42,48.29,0.78,7.92,35.89,HFSS,4.4,1.5,1.99,-9.16,-1.04,FR-4,,,,,,,,,
1022,37.93,25.02,44.80,0.65,4.77,31,HFSS,4.4,0.175,2.31,-20.77,-0.59,FR-4,,,,,,,,,
1023,40.06,59.63,44.04,0.63,5.78,35.89,HFSS,4.4,1.5,1.99,-11.26,-0.99,FR-4,,,,,,,,,
