Experiment,width of patch,width of substrate,length of substrate,width of slot,Length of slot,Length of patch,Simulation tool used,Dielectric constant,Thickness of substrate,Resultant Frequency (GHz),Return Loss (S11) dB,gain (dBi),Substrate Material,,,,,,,,,
692,36.53075076,50.3348138,52.72123017,0.636946833,8.208038685,35.89,HFSS,3.48,1.5,2.238864,-21.84939436,-0.36744232,Roger 4350,,,,,,,,,
693,41.45234014,53.11098572,39.51905716,1.075841915,6.289952095,40.47,HFSS,3.48,1.58,1.985491,-10.68460675,-0.340135225,Roger 4350,,,,,,,,,
694,38.61256684,44.08018904,34.78698446,0.124241379,5.953128386,35.26,HFSS,3.48,0.175,2.278866,-29.99368553,-0.049830062,Roger 4350,,,,,,,,,
695,46.6142989,59.76817473,51.51608924,0.379689566,8.049822508,35.89,HFSS,3.48,1.5,2.238864,-14.51317527,0.691163271,Roger 4350,,,,,,,,,
696,23.4353214,46.80469545,39.29798157,0.632458361,4.848992228,40.47,HFSS,3.48,1.58,1.985491,-19.5647873,-2.816916616,Roger 4350,,,,,,,,,
697,38.76608661,42.23068083,53.02371688,0.356478389,7.105513621,35.89,HFSS,3.48,1.5,2.238864,-9.337534089,-0.109508678,Roger 4350,,,,,,,,,
698,32.70486929,39.65882951,46.76803101,0.524047051,8.398313325,35.89,HFSS,3.48,1.5,2.238864,-27.74364881,-0.847904119,Roger 4350,,,,,,,,,
699,43.34512392,44.51480357,34.40956444,0.059842756,7.878937977,35.26,HFSS,3.48,0.175,2.278866,-9.94091391,0.452285697,Roger 4350,,,,,,,,,
700,39.98895108,32.72192391,30.54872759,0.724663679,5.754844281,31,HFSS,3.48,0.175,2.592026,-7.254998496,0.661489476,Roger 4350,,,,,,,,,
701,37.91896547,36.48992555,55.19633333,0.242146782,3.029177698,35.26,HFSS,3.48,0.175,2.278866,-14.22694385,-0.12855199,Roger 4350,,,,,,,,,
702,43.60223016,43.92328913,37.64445743,0.091221544,4.784767122,35.26,HFSS,3.48,0.175,2.278866,-10.54264248,0.477970238,Roger 4350,,,,,,,,,
703,34.96171461,54.30848648,51.76548627,0.774637146,8.693026032,40.47,HFSS,3.48,1.58,1.985491,-9.256175464,-1.079698522,Roger 4350,,,,,,,,,
704,37.89433542,45.5112792,34.52129302,0.109959626,5.228609316,35.26,HFSS,3.48,0.175,2.278866,-14.4105808,-0.131373843,Roger 4350,,,,,,,,,
705,38.4619908,48.65404546,57.1545069,0.375847514,3.914933005,35.26,HFSS,3.48,0.175,2.278866,-23.1943586,-0.066799196,Roger 4350,,,,,,,,,
706,46.76982854,24.10707439,54.79298475,0.360405466,4.522061569,35.26,HFSS,3.48,0.175,2.278866,-15.47147095,0.782540986,Roger 4350,,,,,,,,,
707,35.42200757,49.7492285,52.21568375,0.642175614,8.231313465,35.89,HFSS,3.48,1.5,2.238864,-10.0405307,-0.501296581,Roger 4350,,,,,,,,,
708,40.22143997,50.75218229,45.79655609,0.379078863,6.445569591,35.89,HFSS,3.48,1.5,2.238864,-6.636744696,0.050547851,Roger 4350,,,,,,,,,
709,25.64249631,37.20994702,42.11486908,0.732364727,3.160871411,31,HFSS,3.48,0.175,2.592026,-25.1573458,-1.268307633,Roger 4350,,,,,,,,,
710,25.28774729,53.18197854,43.54117059,0.806122657,6.105817674,40.47,HFSS,3.48,1.58,1.985491,-10.77528017,-2.486524329,Roger 4350,,,,,,,,,
711,30.46376634,51.15924349,33.52030258,0.600335539,3.184121378,31,HFSS,3.48,0.175,2.592026,-19.79757614,-0.520074695,Roger 4350,,,,,,,,,
712,43.24379863,46.09462595,34.84742679,0.074432071,3.81301653,35.26,HFSS,3.48,0.175,2.278866,-23.21853497,0.442121571,Roger 4350,,,,,,,,,
713,31.93639053,42.82561322,33.84350654,0.094469697,7.799823826,35.26,HFSS,3.48,0.175,2.278866,-20.13476972,-0.874258489,Roger 4350,,,,,,,,,
714,43.27114862,53.85431235,41.4340124,1.100532983,5.917220028,40.47,HFSS,3.48,1.58,1.985491,-18.32694916,-0.153641521,Roger 4350,,,,,,,,,
715,34.8195901,47.64540012,51.93938718,0.503356961,6.271541067,35.89,HFSS,3.48,1.5,2.238864,-18.82726072,-0.575791754,Roger 4350,,,,,,,,,
716,27.96527795,69.01574408,38.59178639,0.365106829,3.085678603,35.26,HFSS,3.48,0.175,2.278866,-23.03331541,-1.45092539,Roger 4350,,,,,,,,,
717,34.43016812,46.6232819,51.72647127,0.476385345,6.172454675,35.89,HFSS,3.48,1.5,2.238864,-11.6392771,-0.624636862,Roger 4350,,,,,,,,,
718,39.46599596,49.35667395,41.43445872,0.778772377,8.889439566,35.89,HFSS,3.48,1.5,2.238864,-16.70635989,-0.031797625,Roger 4350,,,,,,,,,
719,37.01349339,45.40223148,35.81638276,0.108872999,4.775765869,35.26,HFSS,3.48,0.175,2.278866,-12.07476079,-0.233516028,Roger 4350,,,,,,,,,
720,22.53806814,55.31702498,55.4182802,0.745422338,6.68218923,35.89,HFSS,3.48,1.5,2.238864,-17.39531802,-2.46486142,Roger 4350,,,,,,,,,
721,35.05008407,46.16484069,51.40598999,0.374564641,9.207344253,35.89,HFSS,3.48,1.5,2.238864,-9.657308311,-0.547137655,Roger 4350,,,,,,,,,
722,18.22505109,67.66538011,60.05190307,0.731584735,4.47591049,35.26,HFSS,3.48,0.175,2.278866,-6.722501543,-3.310429247,Roger 4350,,,,,,,,,
723,30.62988733,56.0954781,47.33699811,1.216181051,5.089740022,40.47,HFSS,3.48,1.58,1.985491,-21.04775349,-1.654171764,Roger 4350,,,,,,,,,
724,28.64253655,41.95033132,46.97454383,0.249760902,7.025266854,35.89,HFSS,3.48,1.5,2.238864,-22.90455563,-1.423913536,Roger 4350,,,,,,,,,
725,34.5023894,40.03928281,48.26916964,0.519267036,7.847553112,35.89,HFSS,3.48,1.5,2.238864,-24.18648738,-0.615536572,Roger 4350,,,,,,,,,
726,56.2839281,67.35601625,54.17186282,0.47752532,2.227003195,35.26,HFSS,3.48,0.175,2.278866,-29.4460123,1.586727204,Roger 4350,,,,,,,,,
727,38.01578666,65.82741072,49.05709728,0.356166843,6.081859459,35.89,HFSS,3.48,1.5,2.238864,-20.90267377,-0.194388479,Roger 4350,,,,,,,,,
728,33.30027632,47.66566726,56.31164636,0.495482812,5.709725,35.89,HFSS,3.48,1.5,2.238864,-13.30901934,-0.769549923,Roger 4350,,,,,,,,,
729,30.60883999,33.1679492,39.87532415,0.243851071,5.097210004,31,HFSS,3.48,0.175,2.592026,-6.47829593,-0.49944194,Roger 4350,,,,,,,,,
730,49.90478187,52.00355561,44.43186299,0.599546784,10.10075608,40.47,HFSS,3.48,1.58,1.985491,-7.070686248,0.46579586,Roger 4350,,,,,,,,,
731,29.22244383,52.34502452,33.60277703,0.602124911,3.350067035,31,HFSS,3.48,0.175,2.592026,-25.43512061,-0.700745325,Roger 4350,,,,,,,,,
732,28.66701338,57.1276222,35.10612564,0.521528043,9.296052274,35.89,HFSS,3.48,1.5,2.238864,-10.2452906,-1.420203805,Roger 4350,,,,,,,,,
733,21.26255477,44.0244556,37.01144909,0.089717596,6.051557869,35.26,HFSS,3.48,0.175,2.278866,-5.502343701,-2.64096234,Roger 4350,,,,,,,,,
734,27.66536239,41.94558606,44.77885684,0.257122915,6.900254056,35.89,HFSS,3.48,1.5,2.238864,-5.233521181,-1.574664661,Roger 4350,,,,,,,,,
735,35.19113225,44.63121115,51.93577067,0.479390574,6.187745327,35.89,HFSS,3.48,1.5,2.238864,-29.16198403,-0.529695894,Roger 4350,,,,,,,,,
736,23.24925239,46.34924916,42.01244972,0.617348912,5.029632173,40.47,HFSS,3.48,1.58,1.985491,-10.02667616,-2.851535835,Roger 4350,,,,,,,,,
737,42.74148838,56.64313878,51.65538125,0.612435189,6.04790895,35.89,HFSS,3.48,1.5,2.238864,-27.85423925,0.314468119,Roger 4350,,,,,,,,,
738,32.13572182,53.54419743,37.23059052,0.382176235,6.567063665,35.89,HFSS,3.48,1.5,2.238864,-14.88898661,-0.924147703,Roger 4350,,,,,,,,,
739,26.90436695,45.51272528,34.20617902,0.093247637,6.668869073,35.26,HFSS,3.48,0.175,2.278866,-17.15125693,-1.618889015,Roger 4350,,,,,,,,,
740,40.273191,41.96291612,53.93731889,0.631088073,8.978649767,35.89,HFSS,3.48,1.5,2.238864,-27.78030324,0.056132122,Roger 4350,,,,,,,,,
741,30.63436132,51.09263366,36.0371472,0.609367419,3.298534458,31,HFSS,3.48,0.175,2.592026,-13.63320516,-0.495822347,Roger 4350,,,,,,,,,
742,36.24682985,54.66479033,42.85933561,0.977226862,10.13488201,40.47,HFSS,3.48,1.58,1.985491,-28.61313613,-0.922925465,Roger 4350,,,,,,,,,
743,35.17520057,52.18187371,52.24046186,0.24647845,6.212543758,35.89,HFSS,3.48,1.5,2.238864,-21.0086381,-0.531662471,Roger 4350,,,,,,,,,
744,42.4220948,61.73007542,51.33563688,0.497715142,6.487742069,35.89,HFSS,3.48,1.5,2.238864,-6.585474546,0.281892806,Roger 4350,,,,,,,,,
745,34.79962912,61.26003841,43.14092539,0.608942085,7.50709609,35.89,HFSS,3.48,1.5,2.238864,-6.198089507,-0.578282141,Roger 4350,,,,,,,,,
746,20.08302003,38.60651341,36.52375993,0.488900567,4.820614436,31,HFSS,3.48,0.175,2.592026,-5.389320242,-2.329620437,Roger 4350,,,,,,,,,
747,18.5588481,56.35445749,55.66123481,0.602299885,3.840928323,35.26,HFSS,3.48,0.175,2.278866,-18.87164696,-3.231606621,Roger 4350,,,,,,,,,
748,19.09609583,37.91564312,38.701375,0.501674661,5.019998237,31,HFSS,3.48,0.175,2.592026,-8.032777837,-2.548464796,Roger 4350,,,,,,,,,
749,27.42321887,61.07407315,60.32706182,0.240725489,2.292707686,35.26,HFSS,3.48,0.175,2.278866,-9.452083463,-1.535932493,Roger 4350,,,,,,,,,
750,21.16449914,44.99633809,36.34001369,0.094431345,5.901263807,35.26,HFSS,3.48,0.175,2.278866,-11.17313956,-2.66103684,Roger 4350,,,,,,,,,
751,27.79619705,59.85456564,35.17351004,0.479360278,9.092602807,35.89,HFSS,1.05,1.5,4.075891,-9.053104263,3.649724971,Foam,,,,,,,,,
752,30.50193752,56.97988336,51.38765773,1.258929502,4.730932807,40.47,HFSS,1.05,1.58,3.614622,-29.53390355,3.531547964,Foam,,,,,,,,,
753,43.20979022,54.89065405,48.01162418,0.634629392,5.877240571,35.89,HFSS,1.05,1.5,4.075891,-14.17334944,5.565692731,Foam,,,,,,,,,
754,33.06981263,41.44228435,37.13175093,0.12266296,5.049436203,35.26,HFSS,1.05,0.175,4.148716,-12.63267826,4.481099999,Foam,,,,,,,,,
755,44.93811343,59.67993262,52.55293561,0.252790964,8.830487073,35.89,HFSS,1.05,1.5,4.075891,-13.06200389,5.736019514,Foam,,,,,,,,,
756,25.70760109,26.60937912,33.49894647,0.487206381,5.532953121,31,HFSS,1.05,0.175,4.71883,-16.28129614,3.946604321,Foam,,,,,,,,,
757,46.54672469,53.7060257,44.66887763,0.638735208,10.05749876,40.47,HFSS,1.05,1.58,3.614622,-11.89919993,5.36716496,Foam,,,,,,,,,
758,33.89313505,43.48098781,37.17421529,0.09603493,8.064136991,35.26,HFSS,1.05,0.175,4.148716,-12.38345355,4.587900078,Foam,,,,,,,,,
759,26.82899166,59.35319562,57.921451,0.238902961,2.283365011,35.26,HFSS,1.05,0.175,4.148716,-9.204063993,3.572826162,Foam,,,,,,,,,
760,24.32731371,51.87039764,44.67396914,0.817828887,6.107557483,40.47,HFSS,1.05,1.58,3.614622,-8.078531907,2.549215249,Foam,,,,,,,,,
761,49.94299154,52.04710179,41.64337731,1.302882624,8.541278379,40.47,HFSS,1.05,1.58,3.614622,-14.29180907,5.673019218,Foam,,,,,,,,,
762,24.45726716,51.26962914,46.124531,0.758546172,6.104013584,40.47,HFSS,1.05,1.58,3.614622,-20.71794236,2.572352969,Foam,,,,,,,,,
763,27.47175347,68.59080708,38.09778124,0.378501411,2.971911279,35.26,HFSS,1.05,0.175,4.148716,-18.20370221,3.675646462,Foam,,,,,,,,,
764,48.60444685,51.28414399,43.00333943,1.25953094,8.273865177,40.47,HFSS,1.05,1.58,3.614622,-28.60809672,5.555033742,Foam,,,,,,,,,
765,32.24651138,45.74719008,38.73511508,0.07944961,6.836015762,35.26,HFSS,1.05,0.175,4.148716,-16.46024217,4.371610026,Foam,,,,,,,,,
766,24.62112864,52.37152662,42.11551654,0.760047713,5.932591876,40.47,HFSS,1.05,1.58,3.614622,-22.51615084,2.601353264,Foam,,,,,,,,,
767,28.33604054,41.63955211,43.12621373,0.259707082,6.785404455,35.89,HFSS,1.05,1.5,4.075891,-24.44321051,3.733262804,Foam,,,,,,,,,
768,36.5201193,38.41004759,45.28575805,0.261352632,7.025916014,35.89,HFSS,1.05,1.5,4.075891,-10.82753402,4.835193029,Foam,,,,,,,,,
769,30.24500671,50.40612005,34.14948487,0.602622355,3.255305041,31,HFSS,1.05,0.175,4.71883,-6.506586337,4.652525651,Foam,,,,,,,,,
770,26.2405121,44.21924275,34.32019475,0.077833549,5.728202495,35.26,HFSS,1.05,0.175,4.148716,-26.88186604,3.47650572,Foam,,,,,,,,,
771,21.63051619,43.67441735,46.45961518,0.374309526,9.044843417,35.89,HFSS,1.05,1.5,4.075891,-13.42996219,2.560539988,Foam,,,,,,,,,
772,33.50250096,39.93774771,47.51518602,0.483419402,8.188271433,35.89,HFSS,1.05,1.5,4.075891,-19.63997682,4.460643436,Foam,,,,,,,,,
773,29.79010841,39.56085624,44.6190289,0.364789451,5.886365794,31,HFSS,1.05,0.175,4.71883,-9.094159955,4.586709635,Foam,,,,,,,,,
774,28.62523391,46.67747122,56.39052373,0.735658931,1.456601529,35.26,HFSS,1.05,0.175,4.148716,-8.871207661,3.854273098,Foam,,,,,,,,,
775,45.10667507,47.22576839,43.5102322,0.738113198,5.826846861,35.89,HFSS,1.05,1.5,4.075891,-18.26741886,5.752279306,Foam,,,,,,,,,
776,38.63350038,50.66245313,39.32162154,0.749257234,8.554551557,35.89,HFSS,1.05,1.5,4.075891,-12.23811441,5.079511743,Foam,,,,,,,,,
777,50.6774106,50.61346514,54.44614296,1.10063599,7.585989337,40.47,HFSS,1.05,1.58,3.614622,-7.339100001,5.736417854,Foam,,,,,,,,,
778,18.55495882,47.23216291,49.35096271,0.507067765,2.893141249,35.26,HFSS,1.05,0.175,4.148716,-24.79283525,1.971382604,Foam,,,,,,,,,
779,42.0481568,58.45177056,48.70938095,0.636697485,5.884405516,35.89,HFSS,1.05,1.5,4.075891,-11.54671137,5.447340783,Foam,,,,,,,,,
780,19.19832142,70.94555506,56.04104482,0.771336726,4.600062591,35.26,HFSS,1.05,0.175,4.148716,-14.36119561,2.119415241,Foam,,,,,,,,,
781,29.19468837,60.32258813,61.20208784,0.239733054,2.205856192,35.26,HFSS,1.05,0.175,4.148716,-21.6314771,3.939821095,Foam,,,,,,,,,
782,44.02062639,43.06310813,35.49330826,0.078984258,4.11776087,35.26,HFSS,1.05,0.175,4.148716,-22.72640531,5.723344837,Foam,,,,,,,,,
783,33.98279027,43.22461746,36.43686548,0.091537028,7.808449395,35.26,HFSS,1.05,0.175,4.148716,-19.15101548,4.599373009,Foam,,,,,,,,,
784,39.08947867,46.87374979,60.90153969,0.36054816,3.918080409,35.26,HFSS,1.05,0.175,4.148716,-24.93238031,5.20738144,Foam,,,,,,,,,
785,42.64572837,62.69428463,55.71296743,0.244562634,8.645833491,35.89,HFSS,1.05,1.5,4.075891,-21.18220592,5.508626517,Foam,,,,,,,,,
786,25.62372617,52.00861302,32.68213298,0.37942813,4.86292456,31,HFSS,1.05,0.175,4.71883,-22.51949727,3.932411644,Foam,,,,,,,,,
787,36.85461642,44.54146273,50.17088449,0.7646717,7.196702598,35.89,HFSS,1.05,1.5,4.075891,-10.53556035,4.874790107,Foam,,,,,,,,,
788,26.82098903,34.99387001,51.1180096,0.595704886,4.690926965,35.26,HFSS,1.05,0.175,4.148716,-24.31559672,3.571530542,Foam,,,,,,,,,
789,19.23131811,56.22183613,51.28275151,0.608241738,3.918968768,35.26,HFSS,1.05,0.175,4.148716,-24.40168996,2.126873174,Foam,,,,,,,,,
790,38.97364875,50.74992956,42.17077939,0.777168443,9.012293189,35.89,HFSS,1.05,1.5,4.075891,-5.283716145,5.11758182,Foam,,,,,,,,,
791,50.0059325,46.36583453,51.99122978,1.070452754,7.233580577,40.47,HFSS,1.05,1.58,3.614622,-10.69195717,5.678488995,Foam,,,,,,,,,
792,47.3118154,59.00616511,42.7340323,0.749358169,3.083618737,35.26,HFSS,1.05,0.175,4.148716,-22.6360879,6.036478783,Foam,,,,,,,,,
793,30.43669263,50.80616491,41.92586443,0.936996543,9.001134655,40.47,HFSS,1.05,1.58,3.614622,-26.03965043,3.522248277,Foam,,,,,,,,,
794,29.26260458,59.77819144,39.39658622,0.8131213,7.713279728,40.47,HFSS,1.05,1.58,3.614622,-7.537336632,3.35140348,Foam,,,,,,,,,
795,26.66296352,46.03773248,50.93713098,0.750208712,7.427116389,35.89,HFSS,1.05,1.5,4.075891,-24.10512352,3.468955337,Foam,,,,,,,,,
796,28.60833314,39.29213301,47.04277715,0.244624216,6.622919115,35.89,HFSS,1.05,1.5,4.075891,-23.62634158,3.774796697,Foam,,,,,,,,,
797,19.28243005,58.36809735,51.8489775,0.591652759,3.764341653,35.26,HFSS,1.05,0.175,4.148716,-28.40377131,2.138400302,Foam,,,,,,,,,
798,24.68779439,37.57703932,39.7084268,0.756731975,3.327975277,31,HFSS,1.05,0.175,4.71883,-23.32862232,3.770811715,Foam,,,,,,,,,
799,33.97136541,42.3453365,48.03399916,0.595652745,8.647765998,35.89,HFSS,1.05,1.5,4.075891,-16.53266121,4.521001181,Foam,,,,,,,,,
800,39.27325649,46.31259081,36.82874913,0.064171424,7.306225292,35.26,HFSS,1.05,0.175,4.148716,-8.148918123,5.227751795,Foam,,,,,,,,,
801,28.16512458,45.53420677,36.64818582,0.110164841,7.767780259,35.26,HFSS,1.05,0.175,4.148716,-22.90126522,3.783899422,Foam,,,,,,,,,
802,46.57924842,53.85103709,45.71050917,0.653762585,9.392608667,40.47,HFSS,1.05,1.58,3.614622,-11.31895516,5.370198459,Foam,,,,,,,,,
803,22.60555852,64.27210202,34.91596212,0.600355778,7.234365201,35.89,HFSS,1.05,1.5,4.075891,-8.624138127,2.752023569,Foam,,,,,,,,,
804,23.61072586,26.56535229,35.37355235,0.481471078,5.647682624,31,HFSS,1.05,0.175,4.71883,-24.96400199,3.577082184,Foam,,,,,,,,,
805,38.22196224,25.26255103,42.030406,0.644789682,4.780280366,31,HFSS,1.05,0.175,4.71883,-18.40834847,5.669118589,Foam,,,,,,,,,
806,37.31533507,41.99666201,36.81477791,0.095949704,4.127325879,35.26,HFSS,1.05,0.175,4.148716,-25.05779737,5.005656113,Foam,,,,,,,,,
807,34.10252051,41.52929037,48.7431199,0.524273712,8.149976345,35.89,HFSS,1.05,1.5,4.075891,-10.70948576,4.537735941,Foam,,,,,,,,,
808,27.38902866,41.45113966,36.8329477,0.092455018,6.89172397,35.26,HFSS,1.05,0.175,4.148716,-11.70243407,3.662548961,Foam,,,,,,,,,
809,26.76421859,43.62978714,34.98611547,0.079210929,6.23202053,35.26,HFSS,1.05,0.175,4.148716,-28.73638524,3.562328338,Foam,,,,,,,,,
810,37.77085464,60.33781621,47.54449868,0.352489147,6.01141711,35.89,HFSS,1.05,1.5,4.075891,-15.98201672,4.98143927,Foam,,,,,,,,,
811,34.91542193,64.61072061,47.13296348,0.772787538,8.162617704,35.89,HFSS,1.05,1.5,4.075891,-13.77592602,4.640044098,Foam,,,,,,,,,
812,24.81967507,56.68817893,48.17166361,0.915987026,7.190149303,40.47,HFSS,1.05,1.58,3.614622,-14.2719986,2.636234609,Foam,,,,,,,,,
813,42.69708034,46.0335771,43.76693115,0.243401323,8.28720315,35.89,HFSS,1.05,1.5,4.075891,-27.08950474,5.513852939,Foam,,,,,,,,,
814,28.05744015,34.46222874,46.94787542,0.619565893,4.596630276,35.26,HFSS,1.05,0.175,4.148716,-7.136051772,3.767263109,Foam,,,,,,,,,
815,44.07480284,65.66970029,54.17985231,0.243475312,8.542389894,35.89,HFSS,1.05,1.5,4.075891,-11.74411192,5.651774935,Foam,,,,,,,,,
816,19.13685237,23.02563668,38.67331515,0.261791932,1.532833089,35.26,HFSS,1.05,0.175,4.148716,-17.76109248,2.105487722,Foam,,,,,,,,,
817,37.20737603,57.04080379,39.45071028,0.902478317,10.31036644,40.47,HFSS,1.05,1.58,3.614622,-6.260762389,4.394564127,Foam,,,,,,,,,
818,46.63679294,60.3202662,48.45655453,0.958107873,6.296948618,40.47,HFSS,1.05,1.58,3.614622,-11.52633087,5.37556047,Foam,,,,,,,,,
819,21.92357302,45.01681696,34.86477203,0.063258642,3.8926511,35.26,HFSS,1.05,0.175,4.148716,-8.207641114,2.695896009,Foam,,,,,,,,,
820,30.45442783,45.9343809,32.53231974,0.517003111,6.389594562,31,HFSS,1.05,0.175,4.71883,-19.12481982,4.682493243,Foam,,,,,,,,,
821,27.15787712,64.53232702,41.3792364,0.381874554,5.765285455,35.89,HFSS,1.05,1.5,4.075891,-11.41253495,3.548829342,Foam,,,,,,,,,
822,35.02641269,39.32964212,46.78292097,0.485352668,8.142888122,35.89,HFSS,1.05,1.5,4.075891,-17.85303018,4.653827756,Foam,,,,,,,,,
823,40.11152499,50.53328583,46.47502149,0.744496238,8.605822604,35.89,HFSS,1.05,1.5,4.075891,-12.76754596,5.242562889,Foam,,,,,,,,,
824,38.54915824,44.38739275,35.15157386,0.127923033,5.888963384,35.26,HFSS,1.05,0.175,4.148716,-9.337009646,5.146931649,Foam,,,,,,,,,
825,19.66252316,26.16677053,30.71166176,0.240368498,3.155469076,31,HFSS,1.05,0.175,4.71883,-10.53450842,2.78238127,Foam,,,,,,,,,
826,30.95219518,26.37149753,36.6097878,0.750121983,4.069799065,31,HFSS,1.05,0.175,4.71883,-16.4390097,4.752903351,Foam,,,,,,,,,
827,37.11383881,44.66236751,35.57148334,0.098353307,4.093198033,35.26,HFSS,1.05,0.175,4.148716,-15.61627021,4.982141429,Foam,,,,,,,,,
828,34.33933633,53.06308014,52.39723946,0.244904567,5.832848625,35.89,HFSS,1.05,1.5,4.075891,-18.49986337,4.567790126,Foam,,,,,,,,,
829,43.76586832,50.70705185,50.01754614,0.503610915,7.552299094,35.89,HFSS,1.05,1.5,4.075891,-26.95658447,5.621226646,Foam,,,,,,,,,
830,23.1082392,45.31679591,42.85291912,0.383244131,8.987513193,35.89,HFSS,1.05,1.5,4.075891,-22.95444369,2.847539696,Foam,,,,,,,,,
831,45.0679166,58.5506946,49.55640561,0.374590382,8.229354101,35.89,HFSS,1.05,1.5,4.075891,-12.92959545,5.748545973,Foam,,,,,,,,,
832,58.19844085,23.80497233,60.04898475,0.610104797,3.172474716,35.26,HFSS,1.05,0.175,4.148716,-21.1111016,6.935896156,Foam,,,,,,,,,
833,28.19120122,39.86699539,42.01801457,0.385523254,5.417921911,31,HFSS,1.05,0.175,4.71883,-19.85386627,4.347124612,Foam,,,,,,,,,
834,45.9462662,46.99352928,34.98033144,0.779441824,6.165487244,35.89,HFSS,1.05,1.5,4.075891,-25.5197629,5.832373397,Foam,,,,,,,,,
835,48.84997358,22.3372183,55.09876822,0.382207233,4.434410806,35.26,HFSS,1.05,0.175,4.148716,-23.84917299,6.175425989,Foam,,,,,,,,,
836,37.70052155,47.35375632,60.17638081,0.351690198,3.879041802,35.26,HFSS,1.05,0.175,4.148716,-23.61527117,5.050256239,Foam,,,,,,,,,
837,55.26862528,59.76593253,49.6771089,0.376913501,1.486137955,35.26,HFSS,1.05,0.175,4.148716,-12.63061399,6.71156928,Foam,,,,,,,,,
838,28.80568232,59.1071017,36.8407176,0.516111936,8.837395717,35.89,HFSS,1.05,1.5,4.075891,-23.68817487,3.804652822,Foam,,,,,,,,,
839,27.00050373,55.99065402,57.37059312,0.2534294,2.347941394,35.26,HFSS,1.05,0.175,4.148716,-28.22891143,3.600501323,Foam,,,,,,,,,
840,26.54100662,41.74490585,35.85352659,0.091939265,6.928406602,35.26,HFSS,1.05,0.175,4.148716,-8.199186887,3.52595656,Foam,,,,,,,,,
841,23.55434541,61.84559229,53.08445179,1.244366889,10.14471553,40.47,HFSS,1.05,1.58,3.614622,-17.13389411,2.408984086,Foam,,,,,,,,,
842,34.67782124,63.38205111,43.6121158,0.742787878,8.262296083,35.89,HFSS,1.05,1.5,4.075891,-5.393377683,4.610389189,Foam,,,,,,,,,
843,45.04982073,45.71775105,34.6522704,0.080195114,4.051866987,35.26,HFSS,1.05,0.175,4.148716,-26.45130306,5.823713328,Foam,,,,,,,,,
844,18.12218184,57.59409425,55.13814347,0.612904448,3.939415888,35.26,HFSS,1.05,0.175,4.148716,-7.121048147,1.868887495,Foam,,,,,,,,,
845,21.91636429,45.63685883,37.07280912,0.114337939,6.676006456,35.26,HFSS,1.05,0.175,4.148716,-11.68367321,2.694467763,Foam,,,,,,,,,
846,33.7406311,45.09073221,34.94178293,0.113605627,3.923140606,35.26,HFSS,1.05,0.175,4.148716,-12.5465314,4.568314673,Foam,,,,,,,,,
847,42.06232665,42.06913322,55.62958038,0.37104044,7.665586989,35.89,HFSS,1.05,1.5,4.075891,-22.6295468,5.44880407,Foam,,,,,,,,,
848,35.64112664,62.14736547,48.9188123,0.38209521,6.067135098,35.89,HFSS,1.05,1.5,4.075891,-28.57140676,4.729385392,Foam,,,,,,,,,
849,33.48768397,53.71148245,50.33546627,0.241618557,6.063353328,35.89,HFSS,1.05,1.5,4.075891,-24.76045713,4.458722278,Foam,,,,,,,,,
850,44.7519393,22.45956159,52.47566055,0.374514205,4.370479793,35.26,HFSS,1.05,0.175,4.148716,-11.87648323,5.794901256,Foam,,,,,,,,,
851,31.51701728,44.32758466,35.24722738,0.063470579,6.034649373,35.26,HFSS,1.05,0.175,4.148716,-8.397616859,4.272233755,Foam,,,,,,,,,
852,22.56262071,41.80623997,37.41999138,0.0761762,5.072878865,35.26,HFSS,1.05,0.175,4.148716,-23.79052603,2.820678085,Foam,,,,,,,,,
853,27.89281,24.41280554,42.85098887,0.516963316,3.767923229,35.26,HFSS,1.05,0.175,4.148716,-14.81351725,3.741705342,Foam,,,,,,,,,
854,41.06332787,57.73575302,43.55368784,1.204559795,7.438012632,40.47,HFSS,1.05,1.58,3.614622,-27.49580406,4.82281512,Foam,,,,,,,,,
855,40.09346893,50.19731845,39.42658369,0.477908663,4.12481046,31,HFSS,1.05,0.175,4.71883,-26.41104583,5.876725133,Foam,,,,,,,,,
856,18.67777011,22.93212573,39.47745809,0.239881407,1.540799104,35.26,HFSS,1.05,0.175,4.148716,-28.81468731,2.000032913,Foam,,,,,,,,,
857,18.78176517,58.2239192,52.63400877,0.59953034,3.945428263,35.26,HFSS,1.05,0.175,4.148716,-9.013219626,2.024146718,Foam,,,,,,,,,
858,40.76992476,38.62531815,56.09580646,0.370491009,7.823075685,35.89,HFSS,1.05,1.5,4.075891,-16.21090924,5.313270253,Foam,,,,,,,,,
859,44.35927801,70.11164862,50.63498442,0.260303932,3.798811894,35.26,HFSS,1.05,0.175,4.148716,-23.64855405,5.756627346,Foam,,,,,,,,,
860,43.12995519,46.16301852,36.73402873,0.748878861,5.755722546,35.89,HFSS,1.05,1.5,4.075891,-26.61844694,5.557661222,Foam,,,,,,,,,
861,37.81673206,53.92024782,45.29801244,0.37548722,6.941795777,35.89,HFSS,1.05,1.5,4.075891,-6.168894437,4.986711118,Foam,,,,,,,,,
862,22.39676568,44.37797051,36.67027488,0.063610646,4.153705006,35.26,HFSS,1.05,0.175,4.148716,-18.19304277,2.78863572,Foam,,,,,,,,,
